samples
-106.17214871246273
-109.82680649348788
-108.71463887932745
-112.35974819722564
-107.08878691030037
-108.39774277773172
-107.94358235254721
-111.92289824978091
-111.58475424287994
-110.44986043586997
-109.25748022678928
-108.38308944998872
-105.03749950145193
-110.132418016428
-111.38582858684299
-108.22848111032451
-106.47380420214887
-109.28855549772103
-111.04381131913613
-113.32445019058619
-113.43443706740476
-112.1261293614763
-109.81097135265256
-110.03434990865685
-112.97761644264438
-109.65070886762923
-117.8587169709349
-106.81914857822815
-115.51076320784894
-110.72732212760044
-110.10682813611302
-112.41995239799196
-108.89364337603206
-110.06042856817285
-107.78455471983662
-110.83797326896129
-111.18764936479451
-112.48821861025375
-114.22437144646773
-105.87653225815546
-108.24049091113972
-113.18101573982857
-106.33967016483496
-112.7836188620384
-112.34881165774603
-110.28147266508185
-109.4120789798828
-107.46720135215222
-106.9014885171636
-105.17081754141336
-105.7421394430642
-113.71322685335961
-105.48914702025785
-105.53565354849684
-106.25848427194296
-106.81759488730552
-108.57772670047758
-107.85824327385399
-110.99170727434455
-108.94471743819969
-113.54402309463303
-109.34963348588892
-110.88221086343536
-105.02097800353523
-110.22934100052495
-112.59636055432132
-108.92281905849494
-109.8452418598346
-108.0516132053371
-112.8177294081142
-110.65607104518622
-106.7964299783752
-111.40335444136164
-112.01070686228368
-105.38123159311061
-114.89411954670798
-110.03727833367347
-105.47708573381183
-108.87211092659723
-106.62900098227574
-111.91160057811716
-107.59447245678415
-108.7070526710665
-112.80308839340378
-105.59735145000188
-109.3016135800369
-111.26248827791535
-109.74706834587694
-107.10789448875899
-112.54826062710379
-114.4245576419091
-112.98695037940453
-113.50860857201205
-108.074766484955
-107.64582892903894
-108.87168581325949
-106.70024717528045
-111.76075532333033
-109.95320670795793
-111.03605097398246
-113.32212471600417
-111.58565648686371
-113.86363225480706
-112.40543952331633
-111.42711006840351
-111.72287961990892
-106.79433856249324
-108.82477796500774
-110.00639673526557
-111.22344459410797
-111.96450452908068
-112.73210461935405
-107.99746090513842
-112.96053987016904
-106.75908643826547
-109.85536862924906
-109.97993653814704
-111.88888227784444
-110.94940777868473
-109.99504359311106
-108.5935286974514
-110.50251289044782
-106.49371459353345
-112.51595182435473
-114.82492732014654
-110.79424983476002
-115.59474078156998
-113.3426172236586
-114.8533200691066
-111.59329478443928
-115.2681806057012
-111.0155251417205
-112.72839071356293
-113.36916554400236
-110.67582511599062
-115.98285377129113
-108.62303619376948
-112.09845759019251
-110.54727233337773
-115.02413301616072
-109.54007768078512
-109.67823185735625
-112.11850600598787
-110.94181203555287
-112.84032870005893
-113.88933014255464
-110.86078660377058
-111.25606838285265
-109.48155277837273
-113.5315026265429
-109.20113947239261
-113.78074920500545
-115.54402037657732
-113.58124483345092
-111.31626697912125
-112.75242182852568
-108.89519136975748
-112.84748229935501
-107.02493279961267
-113.09251336297103
-110.83263875295566
-107.49360536665162
-110.97795262840435
-108.53960423035406
-113.82324320772003
-107.57707719293334
-112.0600835581889
-109.00886993542136
-111.33791984443859
-111.97525521978511
-110.5572370658385
-113.35741974077222
-112.67068400736832
-107.59862574793303
-109.75065122056968
-113.68544954768214
-113.50774637469662
-110.95579534232371
-107.51185426561848
-107.5272813039485
-108.63727306413239
-111.05064496331444
-109.18595521975135
-109.86147133761713
-106.49461119562909
-112.40249513403413
-107.22102206169417
-106.93014444281177
-112.11370543217879
-110.30790329501298
-113.8273058035533
-111.50545824773538
-108.31606810986544
-108.10897840338583
-107.67129502324552
-107.98380900638182
-107.88309422001322
-113.8088812699691
-111.51134099418022
-110.26109524885676
-109.87609846940524
-113.95789144101293
-109.89873573948726
-110.83547170815585
-110.24666922800549
-111.39461350561525
-108.10880863530318
-115.60588414764106
-109.99620640567451
-106.91314442220184
-115.7060088593606
-110.83881990318758
-111.01795148294545
-111.94426084891597
-110.50151604351723
-111.14660481643762
-113.03701577538648
-114.24612680192743
-111.36929304026597
-110.58640208068375
-111.17916285095859
-113.98619909538418
-110.23210344462856
-110.08435341035928
-113.29861235927274
-112.18470374262535
-112.07239442322373
-105.77429019098687
-109.13567007608418
-111.74394718769966
-111.6602532450562
-113.05596067640865
-112.03693861217702
-106.26307285865464
-113.93941217533795
-111.6683977108358
-114.13637789899084
-109.21138045589583
-108.69672570619562
-107.98602117118514
-110.17603690243108
-111.24779938511492
-109.77783921039301
-105.57529568919372
-111.15902277309026
-116.332347599512
-108.38666714736647
-106.61504784270721
-110.6833659157403
-111.44505071652632
-109.56570874325544
-113.73631413273664
-112.71600137213008
-108.24065913036925
-111.2358767676001
-112.42439070059432
-109.22890769375661
-112.35438034248153
-112.10242919249401
-109.23127203898349
-105.50263775059437
-108.72492127421658
-111.80008585602485
-107.21843580996897
-109.98072865952929
-110.10811841014268
-111.19819312465127
-109.33511798919638
-109.87978415367343
-108.1968305966769
-111.87678904696358
-110.09967266565609
-110.61712205141629
-105.31938580431796
-112.64707640407346
-112.90641070664684
-108.44865750402397
-111.91619450890613
-109.67459887749585
-112.62834104844433
-109.49609567579252
-111.3504882708227
-111.65653006362771
-111.63614272855332
-109.30587422914806
-113.41012632858876
-106.98766793336983
-112.03454011555593
-113.41337632399996
-109.3137662354421
-108.65003097127394
-108.37983972079923
-111.02923343726992
-108.93201931881407
-112.35357141313138
-111.26366755883572
-113.67750789281274
-109.96984461531468
-111.75376735049073
-110.4365231757076
-111.57820689106615
-113.14665810345929
-113.57499487178404
-112.11774164572182
-110.6566955641682
-113.44000970417339
-109.46847672291563
-107.59605614543892
-110.93517492380073
-114.33584726715729
-112.6928153122317
-110.01408407729407
-111.58028940967144
-109.38162097339364
-113.92803657573687
-108.04852989541224
-110.26550171885445
-109.69341645282665
-109.0076709584547
-111.62051743162876
-112.33813134909731
-113.59998850960847
-112.720814963562
-110.23332489884326
-109.67929513771308
-108.90862396414413
-111.12846602986535
-113.90788501651238
-113.12724907216504
-112.92700979673904
-112.06843021064941
-106.62032267087183
-108.47170479748067
-110.28823246233287
-110.15751967116536
-111.27788910339629
-112.13800971294961
-112.53352668368257
-112.05288762188432
-109.67755002214027
-110.74272568217707
-113.97059945685592
-107.09760766997171
-110.75840096698678
-113.23130122914571
-112.66652590113455
-110.4605032381594
-115.59476937780985
-111.51753811095082
-107.87559145807562
-108.66494176528434
-110.6488724455282
-112.92904783435469
-109.6523192856616
-110.72962757519001
-112.55544405175158
-110.9500182796794
-110.8990896907372
-108.99006999445234
-109.5103055296527
-111.92569097130587
-106.20285830462674
-112.14245902961069
-106.03201449809896
-113.951475221575
-106.79016739877872
-114.677000732858
-109.86701127279757
-111.6647486971189
-110.96086856932891
-112.94622203833903
-111.95376034893995
-109.53099488556119
-110.27163796589521
-111.72709764653706
-109.86410926525079
-106.95584169578977
-111.69712974785165
-110.73233851976568
-111.6409465660604
-104.86414216964555
-108.21454005708303
-107.38310816453489
-105.97859032214261
-113.18876795227517
-111.5663637075763
-109.78977127246482
-113.54192537224831
-108.89847054710133
-105.42063141230612
-109.5297343623024
-110.67220818732989
-108.95731704449565
-114.55504455545832
-107.39694818329659
-111.41041098648964
-112.32757638992011
-113.23896451968116
-115.06236906250102
-112.12114012142868
-111.60913446551842
-107.48619540985939
-108.10712898595541
-111.51969979232774
-111.04175100329417
-106.9623585014482
-110.23089848729924
-106.32232189680317
-107.32293723499836
-111.81030651797924
-110.65333004807763
-109.58257848519095
-112.73449539536958
-109.607745275172
-109.2294323812074
-111.38290300356594
-111.96796023229099
-105.68389220333353
-110.65875768022747
-108.26992814945206
-112.62072550883755
-111.24386059454122
-109.78285885219944
-110.35808748876673
-108.51591334252036
-110.77472250092116
-112.62413946102345
-110.05567582324045
-113.91006701471576
-109.8572562582293
-110.59216752609538
-110.9517229485431
-112.8735502633065
-112.80383033209084
-116.20267464601342
-111.3955846523049
-104.93665974824013
-114.53888586400795
-112.89249247264536
-111.36996820220708
-113.25337822995591
-109.33105021100329
-111.6404235245789
-113.4732025456452
-107.46748495305646
-103.93071088921343
-114.29862408560417
-111.97940554588376
-107.4187785759854
-112.5739158209707
-109.03517173835554
-112.93794653752927
-110.13019699430819
-111.32748854375642
-111.21055735943824
-116.38960532533332
-106.61498553150304
-106.80372000772182
-112.23698447525618
-109.32627693687675
-112.50393825988166
-112.44392243873433
-109.35154876577913
-113.1662572033732
-113.41656127488784
-111.9271337219594
-109.36652494303623
-109.97076723518737
-114.05332095980248
-109.13339347328687
-107.03465806582044
-105.00752173930925
-111.33455601137165
-113.09075749588857
-108.91052009786996
-111.8120816173736
-107.24801237401317
-106.89992527281048
-109.8647213292978
-111.51262315947987
-113.26370934880447
-112.6360926540425
-110.25905715691174
-108.77677346140261
-110.59527501457815
-113.16212535959878
-108.89567506266793
-108.45892655757308
-105.42690189110922
-110.01128424715576
-110.66869644697769
-110.54671122388093
-111.73077152046392
-111.95213386715
-108.89537206738893
-111.92426832621288
-110.56647436118271
-112.406528212569
-111.76031419907054
-109.42027815717219
