apparent_elevation,loss
0.0,1.554200418590
1.0,0.938036245618
2.0,0.644384449100
3.0,0.482085164587
4.0,0.381759703354
5.0,0.314611062686
6.0,0.266933528878
7.0,0.231517887258
8.0,0.204264790199
9.0,0.182692880871
10.0,0.165221497753
11.0,0.150800220496
12.0,0.138705770893
13.0,0.128424894670
14.0,0.119583843069
15.0,0.111904300124
16.0,0.105174929966
17.0,0.099232478359
18.0,0.093948901112
19.0,0.089222399614
20.0,0.084971051791
21.0,0.081128205286
22.0,0.077639090939
23.0,0.074458296536
24.0,0.071547856951
25.0,0.068875792514
26.0,0.066414977811
27.0,0.064142257124
28.0,0.062037746097
29.0,0.060084275539
30.0,0.058266944782
31.0,0.056572760258
32.0,0.054990340945
33.0,0.053509676709
34.0,0.052121928787
35.0,0.050819264103
36.0,0.049594716915
37.0,0.048442072675
38.0,0.047355770066
39.0,0.046330817979
40.0,0.045362724839
41.0,0.044447438201
42.0,0.043581292915
43.0,0.042760966470
44.0,0.041983440395
45.0,0.041245966777
46.0,0.040546039124
47.0,0.039881366930
48.0,0.039249853406
49.0,0.038649575929
50.0,0.038078768833
51.0,0.037535808214
52.0,0.037019198495
53.0,0.036527560503
54.0,0.036059620878
55.0,0.035614202632
56.0,0.035190216731
57.0,0.034786654563
58.0,0.034402581186
59.0,0.034037129277
60.0,0.033689493684
61.0,0.033358926526
62.0,0.033044732775
63.0,0.032746266260
64.0,0.032462926065
65.0,0.032194153261
66.0,0.031939427947
67.0,0.031698266568
68.0,0.031470219482
69.0,0.031254868746
70.0,0.031051826107
71.0,0.030860731179
72.0,0.030681249782
73.0,0.030513072430
74.0,0.030355912967
75.0,0.030209507320
76.0,0.030073612366
77.0,0.029948004919
78.0,0.029832480797
79.0,0.029726853995
80.0,0.029630955933
81.0,0.029544634786
82.0,0.029467754889
83.0,0.029400196207
84.0,0.029341853874
85.0,0.029292637792
86.0,0.029252472288
87.0,0.029221295829
88.0,0.029199060795
89.0,0.029185733295
90.0,0.029181293046
