apparent_elevation,loss
0.0,1.609313194331
1.0,0.972205812896
2.0,0.668427841664
3.0,0.500297907807
4.0,0.396283073541
5.0,0.326629924096
6.0,0.277158020721
7.0,0.240401480000
8.0,0.212112248119
9.0,0.189717763841
10.0,0.171578711869
11.0,0.156605417761
12.0,0.144047429292
13.0,0.133372128690
14.0,0.124191620567
15.0,0.116217026841
16.0,0.109228974300
17.0,0.103057989056
18.0,0.097571141563
19.0,0.092662744444
20.0,0.088247742893
21.0,0.084256933466
22.0,0.080633449129
23.0,0.077330137042
24.0,0.074307576048
25.0,0.071532559373
26.0,0.068976920294
27.0,0.066616613819
28.0,0.064430991679
29.0,0.062402224873
30.0,0.060514839935
31.0,0.058755343682
32.0,0.057111917381
33.0,0.055574165825
34.0,0.054132910177
35.0,0.052780015927
36.0,0.051508249231
37.0,0.050311156320
38.0,0.049182961770
39.0,0.048118482292
40.0,0.047113053347
41.0,0.046162466422
42.0,0.045262915197
43.0,0.044410949177
44.0,0.043603433610
45.0,0.042837514717
46.0,0.042110589434
47.0,0.041420278995
48.0,0.040764405813
49.0,0.040140973176
50.0,0.039548147369
51.0,0.038984241902
52.0,0.038447703556
53.0,0.037937099996
54.0,0.037451108780
55.0,0.036988507550
56.0,0.036548165290
57.0,0.036129034505
58.0,0.035730144209
59.0,0.035350593641
60.0,0.034989546607
61.0,0.034646226392
62.0,0.034319911168
63.0,0.034009929851
64.0,0.033715658354
65.0,0.033436516194
66.0,0.033171963427
67.0,0.032921497847
68.0,0.032684652475
69.0,0.032460993251
70.0,0.032250116949
71.0,0.032051649287
72.0,0.031865243195
73.0,0.031690577255
74.0,0.031527354273
75.0,0.031375299991
76.0,0.031234161912
77.0,0.031103708241
78.0,0.030983726922
79.0,0.030874024776
80.0,0.030774426720
81.0,0.030684775076
82.0,0.030604928945
83.0,0.030534763664
84.0,0.030474170320
85.0,0.030423055341
86.0,0.030381340136
87.0,0.030348960800
88.0,0.030325867873
89.0,0.030312026159
90.0,0.030307414592
