apparent_elevation,loss
0,1.8443771614082294
1,1.1165386059716673
2,0.770348789608366
3,0.5776392288728052
4,0.45801789196802134
5,0.37774887177549743
6,0.32066142431375694
7,0.2782090815034854
8,0.24551601261783979
9,0.2196238965176963
10,0.19864499553564433
11,0.18132320994017898
12,0.16679278940731065
13,0.15443890876369218
14,0.143813585067305
15,0.1345830608836665
16,0.12649380114460937
17,0.11934988930497209
18,0.11299762150446432
19,0.10731477098393152
20,0.10220295704175025
21,0.09758212312398572
22,0.09338647619997598
23,0.08956145673280631
24,0.0860614473524342
25,0.08284801889394615
26,0.07988857267330023
27,0.07715527860357153
28,0.07462423673750251
29,0.07227480938105983
30,0.07008908468334103
31,0.06805144252961544
32,0.06614820071625231
33,0.06436732463228145
34,0.06269818755518118
35,0.06113137157590596
36,0.0596585013476819
37,0.05827210452661909
38,0.05696549403897404
39,0.05573266830113619
40,0.05456822628265619
41,0.05346729490079511
42,0.052425466711327716
43,0.05143874623676961
44,0.05050350356357012
45,0.04961643409284324
46,0.04877452351367567
47,0.04797501722281107
48,0.04721539355499801
49,0.046493340276673276
50,0.045806733893986144
51,0.045153621387615576
52,0.04453220405336005
53,0.04394082317180286
54,0.043377947268361264
55,0.04284216076788279
56,0.04233215386673555
57,0.041846713477724756
58,0.04138471511304413
59,0.04094511560506042
60,0.040526946556966766
61,0.040129308450450756
62,0.03975136532896152
63,0.03939234000088996
64,0.03905150969808759
65,0.03872820215212084
66,0.038421792034750366
67,0.03813169773148318
68,0.03785737841495335
69,0.03759833138398164
70,0.03735408964916438
71,0.03712421973513845
72,0.03690831968681023
73,0.03670601725308663
74,0.03651696824021531
75,0.036340855015342254
76,0.03617738514823996
77,0.036026290182598945
78,0.03588732452613832
79,0.03576026444550099
80,0.03564490716881065
81,0.035541070076677936
82,0.03544858998632805
83,0.03536732251611656
84,0.03529714152974751
85,0.03523793865373181
86,0.03518962286579262
87,0.03515212015348207
88,0.0351253732355036
89,0.035109341348130665
