apparent_elevation,loss
0.0,1.853087201891
1.0,1.120813685282
2.0,0.773041769313
3.0,0.579572008771
4.0,0.459515137365
5.0,0.378967192951
6.0,0.321687022772
7.0,0.279094038820
8.0,0.246294042868
9.0,0.220318009823
10.0,0.199271566208
11.0,0.181894289906
12.0,0.167317499045
13.0,0.154924312312
14.0,0.144265263186
15.0,0.135005497557
16.0,0.126890652563
17.0,0.119724175322
18.0,0.113351864912
19.0,0.107651100746
20.0,0.102523186109
21.0,0.097887807976
22.0,0.093678963018
23.0,0.089841917652
24.0,0.086330909237
25.0,0.083107386417
26.0,0.080138646992
27.0,0.077396772606
28.0,0.074857787590
29.0,0.072500988923
30.0,0.070308408107
31.0,0.068264375662
32.0,0.066355166177
33.0,0.064568707059
34.0,0.062894338064
35.0,0.061322611594
36.0,0.059845125909
37.0,0.058454385129
38.0,0.057143681128
39.0,0.055906993431
40.0,0.054738904017
41.0,0.053634524474
42.0,0.052589433501
43.0,0.051599623059
44.0,0.050661451829
45.0,0.049771604828
46.0,0.048927058276
47.0,0.048125048919
48.0,0.047363047173
49.0,0.046638733547
50.0,0.045949977880
51.0,0.045294821023
52.0,0.044671458630
53.0,0.044078226774
54.0,0.043513589177
55.0,0.042976125825
56.0,0.042464522806
57.0,0.041977563226
58.0,0.041514119074
59.0,0.041073143910
60.0,0.040653666302
61.0,0.040254783910
62.0,0.039875658160
63.0,0.039515509421
64.0,0.039173612663
65.0,0.038849293508
66.0,0.038541924669
67.0,0.038250922710
68.0,0.037975745107
69.0,0.037715887585
70.0,0.037470881692
71.0,0.037240292593
72.0,0.037023717075
73.0,0.036820781720
74.0,0.036631141257
75.0,0.036454477057
76.0,0.036290495775
77.0,0.036138928112
78.0,0.035999527709
79.0,0.035872070130
80.0,0.035756351967
81.0,0.035652190032
82.0,0.035559420629
83.0,0.035477898925
84.0,0.035407498387
85.0,0.035348110304
86.0,0.035299643369
87.0,0.035262023336
88.0,0.035235192744
89.0,0.035219110704
90.0,0.035213752739
