# Results collected after 220 snapshots.
x,y
-186.34379829170697,0.004545454545454545
-186.02244985276167,0.004545454545454545
-185.70110141381636,0.004545454545454545
-185.37975297487105,0.00909090909090909
-185.05840453592572,0.00909090909090909
-184.7370560969804,0.00909090909090909
-184.4157076580351,0.00909090909090909
-184.0943592190898,0.00909090909090909
-183.7730107801445,0.00909090909090909
-183.45166234119918,0.00909090909090909
-183.13031390225387,0.00909090909090909
-182.80896546330857,0.00909090909090909
-182.48761702436323,0.00909090909090909
-182.16626858541792,0.00909090909090909
-181.84492014647262,0.00909090909090909
-181.5235717075273,0.013636363636363636
-181.202223268582,0.013636363636363636
-180.8808748296367,0.013636363636363636
-180.5595263906914,0.013636363636363636
-180.23817795174608,0.01818181818181818
-179.91682951280075,0.01818181818181818
-179.59548107385544,0.01818181818181818
-179.27413263491013,0.022727272727272728
-178.95278419596482,0.022727272727272728
-178.63143575701952,0.022727272727272728
-178.3100873180742,0.022727272727272728
-177.9887388791289,0.022727272727272728
-177.66739044018357,0.022727272727272728
-177.34604200123826,0.031818181818181815
-177.02469356229295,0.04090909090909091
-176.70334512334765,0.045454545454545456
-176.38199668440234,0.06363636363636363
-176.06064824545703,0.06363636363636363
-175.73929980651172,0.07272727272727272
-175.41795136756642,0.08181818181818182
-175.09660292862108,0.08636363636363636
-174.77525448967577,0.08636363636363636
-174.45390605073047,0.09090909090909091
-174.13255761178516,0.09090909090909091
-173.81120917283985,0.09090909090909091
-173.48986073389455,0.09545454545454546
-173.16851229494924,0.10454545454545454
-172.84716385600393,0.11363636363636363
-172.5258154170586,0.11818181818181818
-172.2044669781133,0.11818181818181818
-171.88311853916798,0.12727272727272726
-171.56177010022267,0.12727272727272726
-171.24042166127737,0.1318181818181818
-170.91907322233206,0.1318181818181818
-170.59772478338675,0.13636363636363635
-170.27637634444142,0.1409090909090909
-169.9550279054961,0.15
-169.6336794665508,0.15454545454545454
-169.3123310276055,0.1590909090909091
-168.9909825886602,0.16363636363636364
-168.66963414971488,0.17727272727272728
-168.34828571076957,0.19545454545454546
-168.02693727182424,0.20454545454545456
-167.70558883287893,0.22272727272727272
-167.38424039393362,0.23636363636363636
-167.06289195498832,0.25
-166.741543516043,0.2590909090909091
-166.4201950770977,0.2727272727272727
-166.0988466381524,0.2818181818181818
-165.7774981992071,0.2818181818181818
-165.45614976026178,0.2909090909090909
-165.13480132131644,0.3
-164.81345288237114,0.3090909090909091
-164.49210444342583,0.31363636363636366
-164.17075600448052,0.32272727272727275
-163.84940756553522,0.32727272727272727
-163.5280591265899,0.33636363636363636
-163.2067106876446,0.3409090909090909
-162.88536224869927,0.3409090909090909
-162.56401380975396,0.36363636363636365
-162.24266537080865,0.37272727272727274
-161.92131693186334,0.39090909090909093
-161.59996849291804,0.40454545454545454
-161.27862005397273,0.4090909090909091
-160.95727161502742,0.41818181818181815
-160.6359231760821,0.4318181818181818
-160.31457473713678,0.44545454545454544
-159.99322629819147,0.45454545454545453
-159.67187785924617,0.4636363636363636
-159.35052942030086,0.4636363636363636
-159.02918098135555,0.4681818181818182
-158.70783254241024,0.4772727272727273
-158.38648410346494,0.4818181818181818
-158.06513566451963,0.5045454545454545
-157.7437872255743,0.5181818181818182
-157.422438786629,0.5272727272727272
-157.10109034768368,0.5318181818181819
-156.77974190873837,0.5363636363636364
-156.45839346979307,0.5363636363636364
-156.13704503084776,0.5409090909090909
-155.81569659190245,0.5409090909090909
-155.49434815295712,0.5681818181818182
-155.1729997140118,0.5681818181818182
-154.8516512750665,0.5772727272727273
-154.5303028361212,0.5772727272727273
